Name,Organization,Status
Henry James Brooke,American Academy of Arts and Sciences,Member
William Buckland,American Academy of Arts and Sciences,Member
Johann Gottfried Eichhorn,American Academy of Arts and Sciences,Member
John Murray Forbes,American Academy of Arts and Sciences,Member
James Luce Kingsley,American Academy of Arts and Sciences,Member
Manuel Moreno,American Academy of Arts and Sciences,Member
Octavius Pickering,American Academy of Arts and Sciences,Member
Joel Roberts Poinsett,American Academy of Arts and Sciences,Member
Jared Sparks,American Academy of Arts and Sciences,Member
Samuel Sumner Wilde,American Academy of Arts and Sciences,Member
Washington Allston,American Academy of Arts and Sciences,Member
Charles Davies,American Academy of Arts and Sciences,Member
Warren Colburn,American Academy of Arts and Sciences,Member
George Barrell Emerson,American Academy of Arts and Sciences,Member
Charles Folsom,American Academy of Arts and Sciences,Member
Thaddeus William Harris,American Academy of Arts and Sciences,Member
Solomon Pearson Miles,American Academy of Arts and Sciences,Member
Johann Georg Heinrich Hassel,American Academy of Arts and Sciences,Member
Julius von Wallenstein,American Academy of Arts and Sciences,Member
Thomas Bacon,American Philosophical Society,Member
Lynford Lardner,American Philosophical Society,Member
Arthur Lee,American Philosophical Society,Member
Francis L. Lee,American Philosophical Society,Member
Samuel Bowen,American Philosophical Society,Member
Richard Brooke,American Philosophical Society,Member
Landon Carter,American Philosophical Society,Member
Daniel Clark,American Philosophical Society,Member
Myles Cooper,American Philosophical Society,Member
John Jones,American Philosophical Society,Member
Carolus Linnaeus,American Philosophical Society,Member
John Lorimer,American Philosophical Society,Member
John M. Otto,American Philosophical Society,Member
Ebenezer Prime,American Philosophical Society,Member
Samuel Shoemaker,American Philosophical Society,Member
Earl William Alexander,American Philosophical Society,Member
Joel Bailey,American Philosophical Society,Member
Joseph Ellicott,American Philosophical Society,Member
James Ferguson,American Philosophical Society,Member
John Fothergill,American Philosophical Society,Member
Joseph Gilpin,American Philosophical Society,Member
George Guald,American Philosophical Society,Member
John David Hahn,American Philosophical Society,Member
John Morell,American Philosophical Society,Member
Edward Nairne,American Philosophical Society,Member
John Baynton,American Philosophical Society,Member
Henry Benbridge,American Philosophical Society,Member
Samuel Filsted,American Philosophical Society,Member
Archibald Gloucester,American Philosophical Society,Member
Henry Hill,American Philosophical Society,Member
James Lloyd,American Philosophical Society,Member
Frederick W. von Marschall,American Philosophical Society,Member
Nevil Maskelyne,American Philosophical Society,Member
Charles A. McCall,American Philosophical Society,Member
Samuel Preston Moore,American Philosophical Society,Member
Charles Morton,American Philosophical Society,Member
Joseph Otolenge,American Philosophical Society,Member
William Parr,American Philosophical Society,Member
Thomas Preston,American Philosophical Society,Member
Samuel Rhoads,American Philosophical Society,Member
Richard Thomas,American Philosophical Society,Member
Stephen Adye,American Philosophical Society,Member
Gerard Bancker,American Philosophical Society,Member
Daniel Coxe,American Philosophical Society,Member
Peter Dolland,American Philosophical Society,Member
Thomas Hutchins,American Philosophical Society,Member
Timothy Lane,American Philosophical Society,Member
Henry Laurens,American Philosophical Society,Member
Jesse Lukens,American Philosophical Society,Member
Arch McClean,American Philosophical Society,Member
George Milligan,American Philosophical Society,Member
John Montresor,American Philosophical Society,Member
Samuel Williams,American Philosophical Society,Member
Tobern Bergmann,American Philosophical Society,Member
Thomas Coombe,American Philosophical Society,Member
Baron von Timotheus M. Klingstadt,American Philosophical Society,Member
William Ludlam,American Philosophical Society,Member
Andrew Oliver,American Philosophical Society,Member
Jean B. Le Roy,American Philosophical Society,Member
Alexander Small,American Philosophical Society,Member
James Tilton,American Philosophical Society,Member
Nicholas Way,American Philosophical Society,Member
James Bringhurst,American Philosophical Society,Member
William Bryant,American Philosophical Society,Member
Sharp Delany,American Philosophical Society,Member
Andrew Duncan,American Philosophical Society,Member
Bryan Edwards,American Philosophical Society,Member
John Ellis,American Philosophical Society,Member
Jonathan Elmer,American Philosophical Society,Member
George Gauld,American Philosophical Society,Member
John Jones,American Philosophical Society,Member
Walter Jones,American Philosophical Society,Member
James McClurg,American Philosophical Society,Member
Samuel More,American Philosophical Society,Member
Benjamin Morgan,American Philosophical Society,Member
Thomas Parke,American Philosophical Society,Member
John Perkins,American Philosophical Society,Member
Bernard Romans,American Philosophical Society,Member
Lord Mahon Charles Stanhope,American Philosophical Society,Member
Lord Mahon Philips Stanhope,American Philosophical Society,Member
William Wright,American Philosophical Society,Member
Charles Adams,American Philosophical Society,Member
Jacques Barbeu-Dubourg,American Philosophical Society,Member
Marquis de M.J.A.N. Caritat Condorcet,American Philosophical Society,Member
Louis J.M. Daubenton,American Philosophical Society,Member
Fortunatus Dwarris,American Philosophical Society,Member
Thomas Gibbons,American Philosophical Society,Member
Samuel Holland,American Philosophical Society,Member
Antoine L. Lavoisier,American Philosophical Society,Member
Pierre J. Macquer,American Philosophical Society,Member
Benjamin Moseley,American Philosophical Society,Member
Guillaume T. F. Raynall,American Philosophical Society,Member
Le Roux,American Philosophical Society,Member
Jean F. Rozier,American Philosophical Society,Member
George Duffield,American Philosophical Society,Member
James Hutchinson,American Philosophical Society,Member
Charles Pettit,American Philosophical Society,Member
Conrad A. Gerard de Rayneval,American Philosophical Society,Member
Jean-Joseph Sue,American Philosophical Society,Member
John Adams,American Philosophical Society,Member
Marquis de Francois Barbe-Marbois,American Philosophical Society,Member
William Brown,American Philosophical Society,Member
William Carmichael,American Philosophical Society,Member
Arthur St. Clair,American Philosophical Society,Member
Robert Erskine,American Philosophical Society,Member
William Grayson,American Philosophical Society,Member
Alexander Hamilton,American Philosophical Society,Member
William C. Houston,American Philosophical Society,Member
John Jay,American Philosophical Society,Member
Thomas Jefferson,American Philosophical Society,Member
J.C. Kunze,American Philosophical Society,Member
John Laurens,American Philosophical Society,Member
Anne C. de la Luaerne,American Philosophical Society,Member
Rev. James Madison,American Philosophical Society,Member
Timothy Matlack,American Philosophical Society,Member
Baron Friedrich W. von Steuben,American Philosophical Society,Member
Jean-Baptiste Ternant,American Philosophical Society,Member
Charles Vallancey,American Philosophical Society,Member
George Washington,American Philosophical Society,Member
Anthony Wayne,American Philosophical Society,Member
Thomas Bee,American Philosophical Society,Member
Marquis de Francois J. Chastellux,American Philosophical Society,Member
Isaac Gray,American Philosophical Society,Member
Ebenezer Hazard,American Philosophical Society,Member
Jared Ingersoll,American Philosophical Society,Member
Marquis de Motier Theodore Lafayette,American Philosophical Society,Member
Hugh Shiell,American Philosophical Society,Member
Chevalier d' Charles F.A. Le Paulmier Annemours,American Philosophical Society,Member
John Beale Bordley,American Philosophical Society,Member
Jean F. Coste,American Philosophical Society,Member
Robert Davidson,American Philosophical Society,Member
Felice Fontana,American Philosophical Society,Member
Antoine Court de Gebilin,American Philosophical Society,Member
Samuel Huntingdon,American Philosophical Society,Member
Robert M. Patterson,American Philosophical Society,Member
