Name,Organization,Year Elected,Status
James Workman,American Philosophical Society,1821,Member
Sir James Wylie,American Philosophical Society,1821,Member
Solomon W. Conrad,American Philosophical Society,1822,Member
Jose B. de Andrada e Silva,American Philosophical Society,1822,Member
Richard Harlan,American Philosophical Society,1822,Member
Baron von Wilhelm Humboldt,American Philosophical Society,1822,Member
William H. Keating,American Philosophical Society,1822,Member
Zacharias Nordmark,American Philosophical Society,1822,Member
Samuel Parkes,American Philosophical Society,1822,Member
Peder Pedersen,American Philosophical Society,1822,Member
Peter Poletica,American Philosophical Society,1822,Member
Condy Raguet,American Philosophical Society,1822,Member
Gottlob E. Schultze,American Philosophical Society,1822,Member
Jons Svanberg,American Philosophical Society,1822,Member
Lardner Vanuxem,American Philosophical Society,1822,Member
Joseph Bonaparte,American Philosophical Society,1823,Member
Lucien Bonaparte,American Philosophical Society,1823,Member
Benjamin H. Coates,American Philosophical Society,1823,Member
William B. Collyer,American Philosophical Society,1823,Member
James F. Cooper,American Philosophical Society,1823,Member
William Darlington,American Philosophical Society,1823,Member
Gaspard Deabbate,American Philosophical Society,1823,Member
Jean M. Duponceau,American Philosophical Society,1823,Member
Samuel Jackson,American Philosophical Society,1823,Member
Jason O'B Lawrence,American Philosophical Society,1823,Member
Sir William Lawrence,American Philosophical Society,1823,Member
Stephen H. Long,American Philosophical Society,1823,Member
Paul de Lovenorn,American Philosophical Society,1823,Member
William J. Macneven,American Philosophical Society,1823,Member
Baron Charles E Coquebert de Mountbret,American Philosophical Society,1823,Member
John Plitt,American Philosophical Society,1823,Member
Heinrich C. Schumacher,American Philosophical Society,1823,Member
Count de Joseph B. Survilliers,American Philosophical Society,1823,Member
Nathaniel A. Ware,American Philosophical Society,1823,Member
Charles Lucien Bonaparte,American Philosophical Society,1824,Member
Heinrich J. Klaproth,American Philosophical Society,1824,Member
Ivan Krusenstern,American Philosophical Society,1824,Member
Severin Lorich,American Philosophical Society,1824,Member
Joseph B. McKean,American Philosophical Society,1824,Member
Alexander Pearson,American Philosophical Society,1824,Member
Henry Seybert,American Philosophical Society,1824,Member
Moses Stuart,American Philosophical Society,1824,Member
Conrad J. Temminck,American Philosophical Society,1824,Member
Charles N. Bancker,American Philosophical Society,1825,Member
John J. Bigsby,American Philosophical Society,1825,Member
Thomas Cadwalader,American Philosophical Society,1825,Member
Comte de Andre F. Miot,American Philosophical Society,1825,Member
Pierre J.M. Flourens,American Philosophical Society,1825,Member
John D. Godman,American Philosophical Society,1825,Member
Joseph R. Ingersoll,American Philosophical Society,1825,Member
John K. Kane,American Philosophical Society,1825,Member
Count John Laval,American Philosophical Society,1825,Member
Jos_ da Silva Lisboa,American Philosophical Society,1825,Member
Edward Livingston,American Philosophical Society,1825,Member
Comte Francois P. Real,American Philosophical Society,1825,Member
Count Nicholas Rumiantzov,American Philosophical Society,1825,Member
Philip Tidyman,American Philosophical Society,1825,Member
Lewis Cass,American Philosophical Society,1826,Member
Samuel Humphreys,American Philosophical Society,1826,Member
"Jakob, Grefve Graberg af Hemso",American Philosophical Society,1826,Member
Pablo de la Llave,American Philosophical Society,1826,Member
William McIlvaine,American Philosophical Society,1826,Member
Charles D. Meigs,American Philosophical Society,1826,Member
William Schaler,American Philosophical Society,1826,Member
William Shaler,American Philosophical Society,1826,Member
Henri C.G. de Struve,American Philosophical Society,1826,Member
John L. Tiarks,American Philosophical Society,1826,Member
James Brown,American Philosophical Society,1827,Member
Marcus Bull,American Philosophical Society,1827,Member
John W. Dalman,American Philosophical Society,1827,Member
George Emlen,American Philosophical Society,1827,Member
Joachim P.C. Giraldez,American Philosophical Society,1827,Member
John K. Mitchell,American Philosophical Society,1827,Member
Joel R. Poinsett,American Philosophical Society,1827,Member
Rene La Roche,American Philosophical Society,1827,Member
James Rush,American Philosophical Society,1827,Member
Charles Tait,American Philosophical Society,1827,Member
Honore Torombert,American Philosophical Society,1827,Member
Noah Webster,American Philosophical Society,1827,Member
John P. Wetherill,American Philosophical Society,1827,Member
Giovanni M. Zecchinelli,American Philosophical Society,1827,Member
Samuel Betton,American Philosophical Society,1828,Member
Jose M. Bustamante,American Philosophical Society,1828,Member
Jose M. Dantas,American Philosophical Society,1828,Member
Robert E. Griffith,American Philosophical Society,1828,Member
Thomas Harris,American Philosophical Society,1828,Member
Henry J. Anderson,American Philosophical Society,1828,Member
Isaac Lea,American Philosophical Society,1828,Member
Samuel G. Morton,American Philosophical Society,1828,Member
Charles Pickering,American Philosophical Society,1828,Member
James Renwick,American Philosophical Society,1828,Member
Jose M. Salazar,American Philosophical Society,1828,Member
George Ticknor,American Philosophical Society,1828,Member
